pos	id	title	duration_s	words	sentences	wps	backchannel_per_1k	speakers	verdict	provenance
328	Hw7PmdxCeUQ	Behind the Youtube Sponsorship Curtain	789	2470	0	2470.0	0.0	solo	needs-whisper	whisper-large-v3
329	ICWeMHp3qPM	Madimack i60 Time Lapse Pool Cleaner - Raw Footage TEST 1	150	0	0	0	0.0	unknown	no-captions	whisper-large-v3
330	Bc2Vy1hQGt4	Madimack i60 Pool Cleaning AI Robot: Timelapse Analysis	764	2525	4	631.2	0.0	solo	needs-whisper	whisper-large-v3
331	S5JPr_XQcCc	Platy: The Madimack i60 AI Pool Cleaning Robot	699	2161	224	9.6	10.6	solo	good	youtube-asr
332	OjP7tcqf3CU	Sand	19	1	0	1.0	0.0	solo	needs-whisper	whisper-large-v3
333	JqKC1PRvJ-Y	Kangaroo Island - Remarkable Rocks	495	1046	148	7.1	22.0	multi	good	youtube-asr
334	yjCdJ0c_5aQ	Life Raft	112	287	0	287.0	0.0	solo	needs-whisper	whisper-large-v3
335	uQntMgftnEY	International Goat Rescue	230	403	0	403.0	0.0	solo	needs-whisper	whisper-large-v3
336	brv8V7Ez4s8	Deer Wind Turbines, with bonus Goat	59	109	0	109.0	0.0	solo	needs-whisper	whisper-large-v3
337	ONlkgUVytl4	Open cut gold mine at Black Hill, Ballarat	277	632	0	632.0	0.0	solo	needs-whisper	whisper-large-v3
338	IoS_3Xj7uGs	The ORIGINAL Eureka Stockade (Southern Cross) Flag	290	749	69	10.9	8.0	solo	good	youtube-asr
339	FgkD8K0Ssdc	Fluke 287 Repair - My Arse	587	1562	203	7.7	20.5	multi	good	youtube-asr
340	EH6bTCzLg3o	TUM Hyperloop - A €3.5M Boondoggle	1384	4308	0	4308.0	0.0	solo	needs-whisper	whisper-large-v3
341	8h-5cx-qiqo	Dumpster Diving Acer Aspire E1 Laptop Teardown	202	615	57	10.8	14.6	solo	good	youtube-asr
342	f6bxvSTEcbE	Dumpster Diving Acer Laptop Computer	251	730	1	730.0	0.0	solo	needs-whisper	whisper-large-v3
343	PQrjcKD_QGg	Dumpster HP Colour Laserjet Printer	309	900	0	900.0	0.0	solo	needs-whisper	whisper-large-v3
344	QxMmEAb2JME	Dungeon LED Light Upgrade	650	2048	3	682.7	0.0	solo	needs-whisper	whisper-large-v3
345	wnp3FnAGiyw	Portable Kinetic Molecular Heater SCAM!	418	1138	1	1138.0	0.0	solo	needs-whisper	whisper-large-v3
346	q155HS6_JUg	Pool Update: Cover Installed	164	361	0	361.0	0.0	solo	needs-whisper	whisper-large-v3
347	wevY9n4Ipdg	(Partial) Pool Filling Time-lapse	87	0	0	0	0.0	unknown	no-captions	whisper-large-v3
348	oWi6pgg1W1A	Pool Heat Pump Sizing	793	2384	177	13.5	21.8	multi	good	youtube-asr
349	tA2qm1-BVCY	Pool Heat Pump Calibration Explained (Madimack)	852	2492	136	18.3	9.6	solo	good	youtube-asr
350	PdYBj5Je6SU	Pool Update - Complete!	832	2408	5	481.6	0.0	solo	needs-whisper	whisper-large-v3
351	A77rr08VItI	Pool Update: Filling!	322	919	4	229.8	0.0	solo	needs-whisper	whisper-large-v3
352	594ibPWgpkY	Pool Update: Beadcrete Coating Time Lapse!	184	254	0	254.0	0.0	solo	needs-whisper	whisper-large-v3
353	0BYOK4us8nY	Pool Update: Beadcrete Coating!	86	211	0	211.0	0.0	solo	needs-whisper	whisper-large-v3
354	QqlM-4wGkH0	Unexpected Dungeon Light Wiring	773	2224	2	1112.0	0.0	solo	needs-whisper	whisper-large-v3
355	P_ei7yImg-c	Pool Update - Seinfeld Edition	325	1042	0	1042.0	0.0	solo	needs-whisper	whisper-large-v3
356	bAZDK8-4c9Y	Dumpster Galileo Thermometer	104	314	0	314.0	0.0	solo	needs-whisper	whisper-large-v3
357	iqroP04x_Rw	Pool Update: Pump and Plants	313	811	0	811.0	0.0	solo	needs-whisper	whisper-large-v3
358	r7Cw3GVXl44	Open Source Tesla Roadster Firmware?	447	1323	3	441.0	0.0	solo	needs-whisper	whisper-large-v3
359	sMga4So1LvA	Pool Update: Concrete & Calibration	179	533	0	533.0	0.0	solo	needs-whisper	whisper-large-v3
360	hCBUrd6gIp4	Bulova Accutron II Battery Replacement	491	1223	175	7.0	11.4	solo	good	youtube-asr
361	C2Gm01bzq60	Pool Update: Earthing Madness	523	1589	4	397.2	0.0	solo	needs-whisper	whisper-large-v3
362	WWMXJLhPVdA	34,000 Hour Battery Life Fluke 37 Multimeter	487	1330	23	57.8	0.0	solo	needs-whisper	whisper-large-v3
363	Th71og-rLH8	Creality K1 Max Print SUCESSS	506	1180	0	1180.0	0.0	solo	needs-whisper	whisper-large-v3
364	fRlugAWeWR4	Creality K1 Max, Print Software, Remote View, Print & Capture FAIL	1133	3321	2	1660.5	0.0	solo	needs-whisper	whisper-large-v3
365	Cvy9eR0d7cs	Pool Update: Fencing	212	595	0	595.0	0.0	solo	needs-whisper	whisper-large-v3
366	jFapDuowXKU	Mailbag: Creality K1 Max 3D Printer: Unboxing + Setup + First Print	2374	6935	1	6935.0	0.0	solo	needs-whisper	whisper-large-v3
367	kbnEH4aE0R4	TRAILER REACTION - Ghostbusters: Frozen Empire	902	2354	0	2354.0	0.0	solo	needs-whisper	whisper-large-v3
368	0HhmsPPu8fs	Pool Update: Pipework + Fence posts	200	594	0	594.0	0.0	solo	needs-whisper	whisper-large-v3
369	2QZ8GWwzXXY	Tektronix Multimeter Repair-O-Thon	1188	3112	9	345.8	0.0	solo	needs-whisper	whisper-large-v3
370	wO-z6Fx2ZRk	HANDS ON TEST: Bosch GSB 18V-21 Hammer Drill & GDR 18V-160 Impact Driver	708	1209	0	1209.0	0.0	solo	needs-whisper	whisper-large-v3
371	-IXfrQNu9Ug	Pool Update - Custom Cover + Heat Pump + Bosch Power Tools	567	1694	1	1694.0	0.0	solo	needs-whisper	whisper-large-v3
372	XpZVIWdXliY	Fluke OneTouch Network Tester Battery Restoration Attempt	680	1891	240	7.9	11.1	solo	good	youtube-asr
373	K_zeNnZLAm4	Brush Turkey	124	292	0	292.0	0.0	solo	needs-whisper	whisper-large-v3
374	nTKFw8KgCcs	Pool Update - LED Lighting	207	696	1	696.0	0.0	solo	needs-whisper	whisper-large-v3
375	OcFel2TubjI	Pool Update - Tiling, Wiring, Edging	264	783	0	783.0	0.0	solo	needs-whisper	whisper-large-v3
376	UiSlVsvjDR0	Testo Clamp Meter FAIL?	126	331	0	331.0	0.0	solo	needs-whisper	whisper-large-v3
377	KFw3h8TXSKE	Pool Update - Walls	134	410	0	410.0	0.0	solo	needs-whisper	whisper-large-v3
378	p5oEBEuhi8A	Pool Update. Tiling.	212	581	2	290.5	0.0	solo	needs-whisper	whisper-large-v3
379	xUAKjWMsUfA	TWO BOXES of Mystery Multimeters!	1532	4040	0	4040.0	0.0	solo	needs-whisper	whisper-large-v3
380	f0wuyQ3IHAU	Pool Update - Fencing	192	482	0	482.0	0.0	solo	needs-whisper	whisper-large-v3
381	vXLHTLLfq3M	Pool Update - Scree and wall footing	135	377	0	377.0	0.0	solo	needs-whisper	whisper-large-v3
382	k1C0qz8fR_U	A Totally Pointless Video About Toggle Switches (Haefely ESD Tester)	1869	5347	8	668.4	0.0	solo	needs-whisper	whisper-large-v3
383	TRAK-EnjgIA	Ducks	17	30	0	30.0	0.0	solo	needs-whisper	whisper-large-v3
384	EVRdTY4LNhg	Rigol DHO800 Disappearing Waveform BUG	250	575	0	575.0	0.0	solo	needs-whisper	whisper-large-v3
385	IfC1V8uNzgM	Smeg vs Smeg	83	199	0	199.0	0.0	solo	needs-whisper	whisper-large-v3
386	fX8IVQluYPc	Winner Winner Chicken Dinner - Smeg Oven Repair	196	517	0	517.0	0.0	solo	needs-whisper	whisper-large-v3
387	I3FhAhxet7s	Rigol DHO800 Bug Testing	206	522	3	174.0	0.0	solo	needs-whisper	whisper-large-v3
388	1ngqB4mxZOI	Smeg Oven Goes Clunkedy Clunk + Capacitor Go Poop	832	2204	2	1102.0	0.0	solo	needs-whisper	whisper-large-v3
389	rgXqg1VOse4	Pool Update	122	357	0	357.0	0.0	solo	needs-whisper	whisper-large-v3
390	4Ehw-IpuOkI	Davinci Resolve Multi Camera Editing Is Driving Me Nuts	1126	3296	0	3296.0	0.0	solo	needs-whisper	whisper-large-v3
391	p5-p8Iu7E1c	Repairing a Brother Printer with the threat of violence	504	1436	0	1436.0	0.0	solo	needs-whisper	whisper-large-v3
392	RO4BbJ_w9o0	Why Are ESD Bags Pink?	166	576	0	576.0	0.0	solo	needs-whisper	whisper-large-v3
393	BUW6h88weXU	History of ESD with Dan Anderson - 1080p Restored footage	4811	15479	1168	13.3	9.8	solo	good	youtube-asr
394	EWR4RQPzB6U	x1 Oscilloscope Probe SHOOTOUT - Rigol vs Siglent	190	567	1	567.0	0.0	solo	needs-whisper	whisper-large-v3
395	f58qoyCETAE	Scope WTF Follow-Up - BEWARE Dodgy Connectors	351	856	125	6.8	46.7	multi	good	youtube-asr
396	2FlQnPsZCdE	Scope WTF!	334	771	106	7.3	15.6	solo	good	youtube-asr
397	r_BYYgCqScE	Rigol DHO800 HDMI output & Touch Screen	192	546	44	12.4	5.5	solo	good	youtube-asr
398	dJJpCxoNgoM	My Automated Handbrake Video Conversion Batch File Script	964	2869	225	12.8	15.3	solo	good	youtube-asr
399	C9pw5z6jI0U	RTX4060 AV1 vs H265 Davinci Resolve Rendering Test	573	1630	10	163.0	0.0	solo	needs-whisper	whisper-large-v3
400	zoyaHOqp9gI	Rigol DHO800 Oscilloscope Fan Upgrade Experiment	933	2502	225	11.1	17.6	solo	good	youtube-asr
401	cm1HFKOOCgo	RTX4060 AV1 vs H.265 Encoder Using Handbrake	608	1592	175	9.1	18.2	multi	good	youtube-asr
402	v0s_ARmAWgU	Commercial Property	946	2800	6	466.7	0.0	solo	needs-whisper	whisper-large-v3
403	m45YTXLWlXM	50 YEARS At The One Company	427	1260	3	420.0	0.0	solo	needs-whisper	whisper-large-v3
404	pwS6HnM9PDo	The Rigol DHO800 Fan(boys) Go Wild	369	1172	93	12.6	15.4	solo	good	youtube-asr
405	kvI7vlvzrQo	Dark Rock 2: CPU Fan Boogaloo	380	1094	1	1094.0	0.0	solo	needs-whisper	whisper-large-v3
406	BLFxgOmeANI	Ryzen 9 Dark Rock Pro Heatsink FAIL & WIN	987	2840	4	710.0	0.0	solo	needs-whisper	whisper-large-v3
407	kGivRZZgnOs	Youtube Are Removing Scam URL Links	469	1502	3	500.7	0.0	solo	needs-whisper	whisper-large-v3
408	YKHsoEA5a1o	I hate computers	156	321	1	321.0	0.0	solo	needs-whisper	whisper-large-v3
409	7VCVY3WzKP4	Pool Install Concrete Update	146	409	2	204.5	0.0	solo	needs-whisper	whisper-large-v3
410	eSx8MeY6V48	CPU Thermal Ghost - Part 2	219	574	2	287.0	0.0	solo	needs-whisper	whisper-large-v3
411	yKflC-fmSX8	CPU Thermal Ghost	1140	3220	6	536.7	0.0	solo	needs-whisper	whisper-large-v3
412	i8LAccDzLCI	Rigol DHO800 Oscilloscope Size Comparison - WOW!	359	961	115	8.4	16.6	solo	good	youtube-asr
413	syxZBGuuK-M	Pool Concreting (Spray Shotcrete) Installation Time Lapse	60	0	0	0	0.0	unknown	no-captions	whisper-large-v3
414	VZuebPVrzI8	Fluke 1AC Voltage Detection Stick Repair	991	2844	270	10.5	27.4	multi	good	youtube-asr
415	6j8KhzhXggQ	1980's Mix Tapes	544	1685	0	1685.0	0.0	solo	needs-whisper	whisper-large-v3
416	VMXFMFkiTUU	Good Enough For The 1980's	18	49	0	49.0	0.0	solo	needs-whisper	whisper-large-v3
417	a4Xpsenpd6E	The Amp Hour #643 - Calibration & Repair with Ian Johnston	4173	11985	8	1498.1	0.0	solo	needs-whisper	whisper-large-v3
418	SKuZ4_cZjDU	MYSTERY Box of Multimeters	862	2406	308	7.8	20.4	multi	good	youtube-asr
419	3_CQKSC1JNE	Davinci Resolve Speed Editor TEARDOWN	464	1241	1	1241.0	0.0	solo	needs-whisper	whisper-large-v3
420	WLcVcOgmzpE	Blackmagic Davinci Resolve CPU vs GPU Rendering	1299	3893	20	194.7	0.0	solo	needs-whisper	whisper-large-v3
421	PfzgOuBHJFM	Brymen BM786 vs BM869 DC Current	263	666	59	11.3	12.0	solo	good	youtube-asr
422	rZ2Eiy0MORY	Commercial Office Real Estate Carpet TRIGGERING!	752	2357	1	2357.0	0.0	solo	needs-whisper	whisper-large-v3
423	vUWEHS96WCQ	Temora Aviation Museum TOUR	1720	4776	2	2388.0	0.0	solo	needs-whisper	whisper-large-v3
424	PQxwt0a8ZEo	Meetup with Robert Feranec in Sydney	105	212	0	212.0	0.0	solo	needs-whisper	whisper-large-v3
425	MbL9RHX5jsI	Desky Sit-Stand Desk - Assembly Review	840	2204	5	440.8	0.0	solo	needs-whisper	whisper-large-v3
426	381wHMamsYQ	Sharp GF-7600 Boombox unboxing. THE Boombox of the 1980's!	590	1521	153	9.9	15.8	solo	good	youtube-asr
427	7DgtKZZidxw	Oppenheimer Review: It's Disappointing & Frustrating	821	2509	0	2509.0	0.0	solo	needs-whisper	whisper-large-v3
428	bxvXaqJnSrY	I *PAID* Youtube to PROMOTE my video - And I got SCAMMED	915	2554	7	364.9	0.0	solo	needs-whisper	whisper-large-v3
429	br5uAZJrj0Y	Little Iron Men - Art Installation in White Cliffs in Outback Australia	347	805	0	805.0	0.0	solo	needs-whisper	whisper-large-v3
430	neg8l-v1HR4	Yanga Woolshed Tour	656	1537	189	8.1	21.5	multi	good	youtube-asr
431	c2O6KoDuCp0	Bobby Dazzler Wide Angle Projection Lens	389	1074	3	358.0	0.0	solo	needs-whisper	whisper-large-v3
432	-B_PZnGBX4g	NO SPOILER Reaction Review: Indiana Jones & The Dial Of Destiny	666	2240	1	2240.0	0.0	solo	needs-whisper	whisper-large-v3
433	Rp7Od3ujsWQ	Dumpster Dive Canon Printer	248	640	90	7.1	14.1	solo	good	youtube-asr
434	Y2rcx4vKxlc	Unboxing the Keysight E36731A DC Power Supply, Electronic Load, and Battery Emulator	1262	3347	373	9.0	25.1	multi	good	youtube-asr
435	zZP_uVDzNTM	Laugh as Dave Struggles with Keysight Benchvue	896	2355	3	785.0	0.0	solo	needs-whisper	whisper-large-v3
436	yMFGECYmXfc	How Coins Are Made at the Royal Australian Mint	1095	2839	229	12.4	11.3	solo	good	youtube-asr
437	2FbwdnMARAw	Behind The Scenes - The Making of an EEVblog Youtube Video	925	3128	206	15.2	11.2	solo	good	youtube-asr
438	Rm1MPliVclw	XPen Drawboard FAIL	21	18	0	18.0	0.0	solo	needs-whisper	whisper-large-v3
439	ZUMOpiXpg1s	Walking on top of Australia's Parliament House	350	911	0	911.0	0.0	solo	needs-whisper	whisper-large-v3
440	zwsuhy4S4cc	Riding the Thredbo Gondala	254	692	0	692.0	0.0	solo	needs-whisper	whisper-large-v3
441	mUObKPkTKws	Thredbo Village & Snow	142	275	0	275.0	0.0	solo	needs-whisper	whisper-large-v3
442	m5ozTmMLThc	Thredbo MTB POV - Paparazzi & Grasshopper Trails	863	791	0	791.0	0.0	solo	needs-whisper	whisper-large-v3
443	MkPwjNw4YUM	Thredbo MTB POV - Sidewinder Trail	779	559	2	279.5	0.0	solo	needs-whisper	whisper-large-v3
444	f7jPJek3XuQ	New Rode Podmic USB Review	1004	3097	1	3097.0	0.0	solo	needs-whisper	whisper-large-v3
445	HyXMhto615c	Whatever Happened To The µCurrent?	317	1085	0	1085.0	0.0	solo	needs-whisper	whisper-large-v3
446	krPyllm9xbQ	It's Friday, and it's not going well. Rohde & Schwarz MXO4	403	958	0	958.0	0.0	solo	needs-whisper	whisper-large-v3
447	V0RWwSw96Sw	Jackery Battery Bank FAIL - Part 2	1117	3006	320	9.4	21.3	multi	good	youtube-asr
448	RasOXxxEhCk	Jackery Battery Bank FAIL Investigation - Part 1	1012	2760	4	690.0	0.0	solo	needs-whisper	whisper-large-v3
449	vXSQSu3JYSg	Mailbag - Daxys Bandicoot Electric Scooter	1241	3959	5	791.8	0.0	solo	needs-whisper	whisper-large-v3
450	NFVEtIHGedg	Descript AI Voice Cloning - DaveClone vs RealDave	494	1540	1	1540.0	0.0	solo	needs-whisper	whisper-large-v3
451	f-LTv1GqCMw	Brymen BM786 Power On Fault Investigation	1335	3901	465	8.4	30.8	multi	good	youtube-asr
452	hZnlDIvdabQ	Eleven Labs Voice AI DaveClone vs RealDave	140	404	0	404.0	0.0	solo	needs-whisper	whisper-large-v3
453	I4tHtPwYQ_o	DaveClone - Testing Eleven Labs AI Voice Cloning	595	1915	1	1915.0	0.0	solo	needs-whisper	whisper-large-v3
454	p8T4Dtc6OKk	The CRUSTIEST bit of electronics EVER!	295	667	0	667.0	0.0	solo	needs-whisper	whisper-large-v3
455	AMeVqfeVxFQ	Mountain Biking - Thredbo Kosciuszko Flow Trail	1471	1840	0	1840.0	0.0	solo	needs-whisper	whisper-large-v3
456	bPSyBfixe5c	Indiana Jones 5 - Dial of Destiny Trailer 2 Reaction	1021	2601	1	2601.0	0.0	solo	needs-whisper	whisper-large-v3
457	KKEYAdXEW-M	Dick Smith Kits	2604	6797	5	1359.4	0.0	solo	needs-whisper	whisper-large-v3
458	3YgVmL0anAU	Creating MidJouney Bikini Multimeter Models	914	2742	1	2742.0	0.0	solo	needs-whisper	whisper-large-v3
459	WdJevprFKbI	Chat GPT Bans 2CH Oscilloscopes!	524	1401	3	467.0	0.0	solo	needs-whisper	whisper-large-v3
460	717ampROkvc	PRO TIP: Using a 6.5 Digit Multimeter for finding Shorts	120	393	0	393.0	0.0	solo	needs-whisper	whisper-large-v3
461	E6XVc2fUrKg	Fully Charged EV Show - 2023 Sydney	2138	5897	750	7.9	24.6	multi	good	youtube-asr
462	uxm3qeKcg3w	EcoFlow Delta Pro Battery Capacity TESTED	1404	4138	329	12.6	9.4	solo	good	youtube-asr
463	lMS_WQ8NFHY	Finding the Cheapest House in Sydney - 2023	1059	3137	9	348.6	0.0	solo	needs-whisper	whisper-large-v3
464	rfmfYOYDXlc	A Most Unusual Real Estate Listing	803	2640	3	880.0	0.0	solo	needs-whisper	whisper-large-v3
465	-bPGrSSaXhE	Goldshell LBC LBRY ASIC Miner Teardown & Troubleshooting	197	489	0	489.0	0.0	solo	needs-whisper	whisper-large-v3
466	HN_eeI12qZw	The R&S MXO4 is too powerful for its own good (and Dave's sanity)	529	1398	139	10.1	25.0	multi	good	youtube-asr
467	C1fiQCXmWiM	The State of The Dumpster Room	109	278	37	7.5	36.0	multi	good	youtube-asr
468	-YhipYO_wI0	Powerhouse Museum Discovery Centre	388	871	0	871.0	0.0	solo	needs-whisper	whisper-large-v3
469	qE-SwtYQM6E	Tektronix 2 Series Oscilloscope Pattern Generator	869	2436	288	8.5	13.1	solo	good	youtube-asr
470	6sAbNm38bn8	Engineering Meditation	607	111	0	111.0	0.0	solo	needs-whisper	whisper-large-v3
471	FZpMUBySyzo	Dumpster Diving LG TV	335	941	1	941.0	0.0	solo	needs-whisper	whisper-large-v3
472	NwmhawTWVOQ	NEW Youtube Shorts Monetisation T&C - Accept them or get Booted!	907	2907	2	1453.5	0.0	solo	needs-whisper	whisper-large-v3
473	Dez9KG6whb0	CMRR Followup Micsig DP10007 vs HVP70	1003	2826	259	10.9	14.5	solo	good	youtube-asr
474	4gi2B3LrCww	EEVblog 1521 - CMRR Full Edit	1747	5379	399	13.5	7.8	solo	good	youtube-asr
475	R7HWU8ZeLaU	Lab DANGERS!	45	74	0	74.0	0.0	solo	needs-whisper	whisper-large-v3
476	5HikvxaQ_Z8	Heat Pump Hot Water Standby Energy Usage	502	1623	21	77.3	0.0	solo	needs-whisper	whisper-large-v3
477	V4ujAHoz_3o	Zebra 203dpi vs 300dpi Thermal Label Printer - PART 2	453	1242	128	9.7	28.2	multi	good	youtube-asr
478	5uWFIVtdGTw	Hot Label A300 300dpi Thermal Printer vs Zebra 203dpi	598	1836	140	13.1	13.1	solo	good	youtube-asr
479	HAX0OwdK_44	Electricians Bag with Chris	376	1178	3	392.7	0.0	solo	needs-whisper	whisper-large-v3
480	7MGItCD8oBE	Dungeon Ethernet Install!	666	1568	3	522.7	0.0	solo	needs-whisper	whisper-large-v3
481	rodsOqpcxL4	Troubleshooting a Gas Fireplace	431	1251	0	1251.0	0.0	solo	needs-whisper	whisper-large-v3
482	yOJ7xPugsdc	Hoymiles Microinverter Reverse Engineering CORRECTION	578	1570	129	12.2	21.7	multi	good	youtube-asr
483	WtGlolw-BxA	Reclaim Heat Pump Hot Water Solar Energy Usage UPDATE	607	1842	188	9.8	13.6	solo	good	youtube-asr
484	we0qZz6YvqU	Indiana Jones 5 - Dial Of Destiny TRAILER REACTION	1433	3771	1	3771.0	0.0	solo	needs-whisper	whisper-large-v3
485	gTTsvYbQOT4	Olight RN1500 Bicycle Bike Light REVIEW + TEST	769	2193	2	1096.5	0.0	solo	needs-whisper	whisper-large-v3
486	oQ28QLSWkaY	#Sydney Dumpster FIRE!	119	211	0	211.0	0.0	solo	needs-whisper	whisper-large-v3
487	WFVfbu1Xz3A	Solar Analytics 4G Solar Monitor TEARDOWN	796	2394	202	11.9	12.5	solo	good	youtube-asr
488	VFqVeEs6iN4	German Translation TEST - Tesla 4680 Battery	305	754	46	16.4	1.3	solo	good	youtube-asr
489	5WxyCvXBoSY	LitePlacer Pick & Place Machine - Should I build it?	597	1953	1	1953.0	0.0	solo	needs-whisper	whisper-large-v3
490	na6F0K7lpjY	Billy - The Unsung Hero of the NASA Artemis 1 Launch!	504	1372	1	1372.0	0.0	solo	needs-whisper	whisper-large-v3
491	JSahPkUjDYA	Sydney Power FAIL!	470	1421	2	710.5	0.0	solo	needs-whisper	whisper-large-v3
492	CFMYXdtb0oc	Avoiding JAIL! - On Hold With The Government - MyGovID	492	1527	0	1527.0	0.0	solo	needs-whisper	whisper-large-v3
493	pXtSybs9QRs	Instant Electric Hot Water Heater vs Heat Pump Hot Water Tank System	779	2677	169	15.8	11.2	solo	good	youtube-asr
494	iavM2IqueM8	Heat Pump Hot Water System vs Gas Hot Water	872	2864	200	14.3	3.8	solo	good	youtube-asr
495	p-eLu1z7-cs	Rigol HDO1000 Serial Boot Capture for Hack + R&S MXO4 play	1124	3286	378	8.7	21.0	multi	good	youtube-asr
496	gsfDx7B9sks	Bluetooth Enabling a Security Safe!	683	2127	0	2127.0	0.0	solo	needs-whisper	whisper-large-v3
497	7xF1RCVw4Fc	How High Security Safe Key Locks Work	1186	3731	337	11.1	22.0	multi	good	youtube-asr
498	Vo9NXv7lmYo	Have Commercial Office Rents Increased in Sydney?	1719	5158	8	644.8	0.0	solo	needs-whisper	whisper-large-v3
499	j49T1E4UEv4	Oscilloscope Alias Followup	707	1905	208	9.2	29.9	multi	good	youtube-asr
500	F0HQJIPcDYs	Oscilloscope Anti Alias?	69	183	1	183.0	0.0	solo	needs-whisper	whisper-large-v3
501	6XpyOGw6RFM	Rohde & Schwarz RTB2000 Scope Pulse Response	918	2643	198	13.3	9.5	solo	good	youtube-asr
502	muMjiao5i0k	Rigol HDO4000 PSU Teardown	377	1107	79	14.0	14.5	solo	good	youtube-asr
503	P9kpDusxcpI	NASA DART Didymos Asteroid Impact Mission LIVE REACTION	1286	3468	8	433.5	0.0	solo	needs-whisper	whisper-large-v3
504	bzNlv7k3CDU	Huxley Teaches Dave Microbit Coding	1992	4478	1	4478.0	0.0	solo	needs-whisper	whisper-large-v3
505	454D6aisiAE	Why Don't I Hire A Video Editor? (AGAIN)	462	1489	3	496.3	0.0	solo	needs-whisper	whisper-large-v3
506	g3A1XNfDxe0	Public Holiday Carpark Trolley Rides	111	93	0	93.0	0.0	solo	needs-whisper	whisper-large-v3
507	dv0B_WqL7w4	UniT 210E Current Clamp Teardown + Brymen Comparison	2491	7271	7	1038.7	0.0	solo	needs-whisper	whisper-large-v3
508	6H5UymGEmvs	Return Youtube Dislike Count Plugin TESTED - Is it accurate?	779	2422	189	12.8	7.8	solo	good	youtube-asr
509	6qjqhnQiQXQ	How to Measure Oscilloscope ADC Dynamic Range	721	2330	137	17.0	6.4	solo	good	youtube-asr
510	5JT8M8v_zNg	EcoFlow Delta Pro - RTFM Dummy!	779	2336	178	13.1	13.3	solo	good	youtube-asr
511	TPoQ3cyUZRs	Lip Reading	615	0	0	0	0.0	unknown	no-captions	whisper-large-v3
512	qDcIgWGpuGw	Dumpster Diving Oki Printer	596	1630	228	7.1	27.6	multi	good	youtube-asr
513	WST527Vx7VI	Finding a Screw LIKE A BOSS	328	908	0	908.0	0.0	solo	needs-whisper	whisper-large-v3
514	qmcSEJehqZM	"Energizer Battery Leak Fluke 3000 Multimeter ""Repair"""	877	2501	260	9.6	18.8	multi	good	youtube-asr
515	f_SdM6sXHD4	FNIRSI SG-003A Process Meter + DSO-TC2 Oscilloscope & Transistor Tester	1640	4627	496	9.3	24.0	multi	good	youtube-asr
516	3kdYGneg9xI	Brymen BM037 Clamp Meter Teardown	1671	5174	602	8.6	29.2	multi	good	youtube-asr
517	fj5IpTZunAk	Cracking into a CMI Home Safe	387	1075	96	11.2	3.7	solo	good	youtube-asr
518	nkLQ-Co_cXI	Jaycar Scope Winner	441	1330	0	1330.0	0.0	solo	needs-whisper	whisper-large-v3
519	_xvCogNZS8M	New Mailbag Bench Trolley	329	1036	0	1036.0	0.0	solo	needs-whisper	whisper-large-v3
520	uYlmP6gNhZE	Standing Mailbag Bench	363	1173	1	1173.0	0.0	solo	needs-whisper	whisper-large-v3
521	dlOtqDPCO1o	Solar Pergola Upgrade	303	924	6	154.0	0.0	solo	needs-whisper	whisper-large-v3
522	2_7ixfLcuLU	The $5 Hantek Scope Is ALIVE! - Kinda...	625	1653	0	1653.0	0.0	solo	needs-whisper	whisper-large-v3
523	KweOo9OlcyE	Jaycar Relocation Dumpster Sale DREGS	819	2206	309	7.1	26.7	multi	good	youtube-asr
524	g2kCBfUa9H0	Will this $5 Oscilloscope Work?	927	2646	301	8.8	21.5	multi	good	youtube-asr
525	-g2TBVE3sAM	Visiting My First Job	711	1929	0	1929.0	0.0	solo	needs-whisper	whisper-large-v3
526	GJnRRpLX1lA	Canberra Deep Space Tracking Dish DSS43 at Full Tilt	94	166	0	166.0	0.0	solo	needs-whisper	whisper-large-v3
527	MecbPOPeovs	Whatever Happened to the uSupply Project?	647	2026	0	2026.0	0.0	solo	needs-whisper	whisper-large-v3
528	eCKRl_Txa18	Is This Dumpster Hisense TV Worth Repairing?	690	1908	191	10.0	22.5	multi	good	youtube-asr
529	b-v3tz6beN4	The Signal Path - Online vs Real World Education & Stories	984	3390	272	12.5	20.6	multi	good	youtube-asr
530	s2KkgI-kyK0	The Signal Path Lab	1535	4931	1	4931.0	0.0	solo	needs-whisper	whisper-large-v3
531	4Up3dshwg8Q	Behind The Scenes: How I Make Whiteboard Tutorial Youtube Videos	1773	5670	2	2835.0	0.0	solo	needs-whisper	whisper-large-v3
532	ixbLmBWUqcQ	Popular Mechanics Promotes Batteriser 2.0!	773	2325	8	290.6	0.0	solo	needs-whisper	whisper-large-v3
533	9V99J22aiLE	Full Discussion - Film Capacitor Failures with Ron Demcko from AVX	5036	13756	1444	9.5	39.6	multi	good	youtube-asr
534	XAbeXAFpyh0	Here's How I SCREWED UP a Live Interview	1369	4125	0	4125.0	0.0	solo	needs-whisper	whisper-large-v3
535	HzXuF4m269A	JWST - James Webb Space Telescope FIRST IMAGE - Reaction	775	2212	2	1106.0	0.0	solo	needs-whisper	whisper-large-v3
536	5_AJlEMGe80	SECRET Feature of the EEVblog LAB Bench!	35	76	0	76.0	0.0	solo	needs-whisper	whisper-large-v3
537	CLD5NsCJdpQ	What are the BEST Electronics Side Cutters?	389	1086	140	7.8	37.8	multi	good	youtube-asr
